a,b,c,d,e,f,g,h,i,j,k,l,m
Best Ovulation Tracker Fertility Calendar App Glow,HEALTH_AND_FITNESS,4.6,56145,23M,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-08-01,7.3.4-play,5.0 and up
"Eve Period Tracker - Love, Sex & Relationships App",HEALTH_AND_FITNESS,4.6,20326,28M,"1,000,000+",True,0.0,Teen,Health & Fitness,2018-08-04,2.9.18,4.1 and up
Fertility Friend Ovulation App,HEALTH_AND_FITNESS,4.5,12955,7.2M,"1,000,000+",True,0.0,Teen,Health & Fitness,2018-06-27,10.24,4.4 and up
Pregnancy Tracker,HEALTH_AND_FITNESS,4.1,2681,6.5M,"500,000+",True,0.0,Everyone,Health & Fitness,2018-02-10,37,4.0.3 and up
Period Tracker,HEALTH_AND_FITNESS,4.5,325738,Varies with device,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-28,Varies with device,Varies with device
"Spot On Period, Birth Control, & Cycle Tracker",HEALTH_AND_FITNESS,4.6,4102,24M,"500,000+",True,0.0,Everyone 10+,Health & Fitness,2018-07-19,2.6.1,4.2 and up
OvuView: Ovulation and Fertility,HEALTH_AND_FITNESS,4.5,40296,Varies with device,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-06-15,Varies with device,Varies with device
Period Tracker - Period Calendar Ovulation Tracker,HEALTH_AND_FITNESS,4.8,4559407,Varies with device,"100,000,000+",True,0.0,Everyone,Health & Fitness,2018-08-01,Varies with device,Varies with device
Period Tracker Clue: Period and Ovulation Tracker,HEALTH_AND_FITNESS,4.8,570242,20M,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-08-02,5.0.2,4.1 and up
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873523,Varies with device,"50,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device
WomanLog Calendar,HEALTH_AND_FITNESS,4.5,121838,15M,"5,000,000+",True,0.0,Everyone,Health & Fitness,2018-05-23,5.5.1,4.0.3 and up
Geocaching®,HEALTH_AND_FITNESS,4.1,62616,Varies with device,"5,000,000+",True,0.0,Teen,Health & Fitness,2018-08-02,Varies with device,Varies with device
Map My Hike GPS Hiking,HEALTH_AND_FITNESS,4.4,12858,55M,"500,000+",True,0.0,Everyone,Health & Fitness,2018-07-27,18.7.1,5.0 and up
"ViewRanger - Hike, Ride or Walk",HEALTH_AND_FITNESS,4.2,34356,Varies with device,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device
Runtastic Mountain Bike GPS Tracker,HEALTH_AND_FITNESS,4.5,50679,38M,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-08-01,3.6.2,4.4 and up
"AllTrails: Hiking, Running & Mountain Bike Trails",HEALTH_AND_FITNESS,4.3,16943,32M,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-30,8.8.14,4.4 and up
Water Drink Reminder,HEALTH_AND_FITNESS,4.6,524299,Varies with device,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-06-29,Varies with device,Varies with device
"Zombies, Run! 5k Training (Free)",HEALTH_AND_FITNESS,4.0,267,Varies with device,"50,000+",True,0.0,Teen,Health & Fitness,2018-08-01,Varies with device,Varies with device
Tracks,HEALTH_AND_FITNESS,4.6,623,40M,"50,000+",True,0.0,Everyone 10+,Health & Fitness,2017-07-17,1.2.3,4.0.3 and up
Weight Loss Running by Verv,HEALTH_AND_FITNESS,4.5,27396,59M,"1,000,000+",True,0.0,Mature 17+,Health & Fitness,2018-07-16,6.5.3,4.1 and up
Nike+ Run Club,HEALTH_AND_FITNESS,4.4,708710,Varies with device,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-12,2.17.0,4.4 and up
Seven - 7 Minute Workout Training Challenge,HEALTH_AND_FITNESS,4.5,75571,Varies with device,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-08-03,7.2.5,Varies with device
"YAZIO Calorie Counter, Nutrition Diary & Diet Plan",HEALTH_AND_FITNESS,4.6,117176,Varies with device,"5,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-07,Varies with device,Varies with device
"Technutri - calorie counter, diet and carb tracker",HEALTH_AND_FITNESS,4.4,70416,23M,"5,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-27,3.19.4,4.1 and up
Couch to 5K by RunDouble,HEALTH_AND_FITNESS,4.7,15674,6.1M,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-31,4.5.4,4.1 and up
Fooducate Healthy Weight Loss & Calorie Counter,HEALTH_AND_FITNESS,4.4,14402,Varies with device,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-08-03,Varies with device,Varies with device
Weight Watchers Mobile,HEALTH_AND_FITNESS,4.2,270294,58M,"5,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-31,6.15.0,4.1 and up
Walk with Map My Walk,HEALTH_AND_FITNESS,4.5,144050,55M,"5,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-27,18.7.1,5.0 and up
Workout Trainer: fitness coach,HEALTH_AND_FITNESS,4.2,100406,Varies with device,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-06-30,Varies with device,Varies with device
My Diet Coach - Weight Loss Motivation & Tracker,HEALTH_AND_FITNESS,4.4,141163,Varies with device,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-06-11,Varies with device,Varies with device
Run with Map My Run,HEALTH_AND_FITNESS,4.5,183669,57M,"5,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-27,18.7.1,5.0 and up
Nike Training Club - Workouts & Fitness Plans,HEALTH_AND_FITNESS,4.6,251534,93M,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-18,5.14.0,5.0 and up
Fitbit Coach,HEALTH_AND_FITNESS,4.6,28951,60M,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-16,4.4,4.4 and up
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873520,Varies with device,"50,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device
Endomondo - Running & Walking,HEALTH_AND_FITNESS,4.5,559262,Varies with device,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-11,Varies with device,Varies with device
Runkeeper - GPS Track Run Walk,HEALTH_AND_FITNESS,4.5,501144,Varies with device,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-16,Varies with device,Varies with device
Nike+ Run Club,HEALTH_AND_FITNESS,4.4,708753,Varies with device,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-12,2.17.0,4.4 and up
Lose It! - Calorie Counter,HEALTH_AND_FITNESS,4.4,69395,Varies with device,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-08-03,Varies with device,Varies with device
Runtastic Running App & Mile Tracker,HEALTH_AND_FITNESS,4.5,827653,Varies with device,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-25,Varies with device,Varies with device
Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439,19M,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-16,6.5.1,5.0 and up
10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490,3.8M,"500,000+",True,0.0,Everyone 10+,Health & Fitness,2017-02-17,1.9,2.3.3 and up
MyPlate Calorie Tracker,HEALTH_AND_FITNESS,4.6,24094,18M,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-09,3.3.0(1),4.1 and up
My Diet Diary Calorie Counter,HEALTH_AND_FITNESS,4.1,18539,57M,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-30,1.11.4,4.0.3 and up
Calorie Counter - Macros,HEALTH_AND_FITNESS,4.0,3061,5.5M,"100,000+",True,0.0,Everyone,Health & Fitness,2016-08-27,2.3.4,5.0 and up
Calorie Counter by FatSecret,HEALTH_AND_FITNESS,4.4,229210,Varies with device,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device
Weight Loss Tracker - RecStyle,HEALTH_AND_FITNESS,4.4,20547,5.7M,"1,000,000+",True,0.0,Everyone,Health & Fitness,2017-11-29,3.2.7,4.1 and up
Lark - 24/7 Health Coach,HEALTH_AND_FITNESS,4.1,3405,51M,"100,000+",True,0.0,Everyone,Health & Fitness,2018-07-25,4.5.1.123,4.4 and up
MealLogger-Photo Food Journal,HEALTH_AND_FITNESS,3.5,217,9.4M,"50,000+",True,0.0,Teen,Health & Fitness,2017-08-23,4.6.2,4.0.3 and up
Health and Nutrition Guide,HEALTH_AND_FITNESS,4.3,7895,3.3M,"500,000+",True,0.0,Everyone,Health & Fitness,2018-07-15,3.3,4.0 and up
Calorie Counter & Diet Tracker,HEALTH_AND_FITNESS,4.5,32606,Varies with device,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-03-22,Varies with device,Varies with device
Food Calorie Calculator,HEALTH_AND_FITNESS,4.2,1324,4.0M,"100,000+",True,0.0,Everyone,Health & Fitness,2018-01-29,10.2.0,4.0 and up
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873520,Varies with device,"50,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device
Lose It! - Calorie Counter,HEALTH_AND_FITNESS,4.4,69395,Varies with device,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-08-03,Varies with device,Varies with device
Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439,19M,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-16,6.5.1,5.0 and up
10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490,3.8M,"500,000+",True,0.0,Everyone 10+,Health & Fitness,2017-02-17,1.9,2.3.3 and up
Monitor Your Weight,HEALTH_AND_FITNESS,4.5,126017,4.3M,"5,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-05,4.9.8.1,4.0 and up
MyPlate Calorie Tracker,HEALTH_AND_FITNESS,4.6,24094,18M,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-09,3.3.0(1),4.1 and up
Weight Loss Tracker - RecStyle,HEALTH_AND_FITNESS,4.4,20547,5.7M,"1,000,000+",True,0.0,Everyone,Health & Fitness,2017-11-29,3.2.7,4.1 and up
Calorie Counter by FatSecret,HEALTH_AND_FITNESS,4.4,229214,Varies with device,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device
Eat Fit - Diet and Health Free,HEALTH_AND_FITNESS,4.1,2469,3.6M,"100,000+",True,0.0,Everyone,Health & Fitness,2014-07-23,1.0.9,2.3 and up
Calorie Counter - Macros,HEALTH_AND_FITNESS,4.0,3061,5.5M,"100,000+",True,0.0,Everyone,Health & Fitness,2016-08-27,2.3.4,5.0 and up
My Diet Diary Calorie Counter,HEALTH_AND_FITNESS,4.1,18539,57M,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-30,1.11.4,4.0.3 and up
Lark - 24/7 Health Coach,HEALTH_AND_FITNESS,4.1,3405,51M,"100,000+",True,0.0,Everyone,Health & Fitness,2018-07-25,4.5.1.123,4.4 and up
Weight Watchers Mobile,HEALTH_AND_FITNESS,4.2,270294,58M,"5,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-31,6.15.0,4.1 and up
Calorie Counter & Diet Tracker,HEALTH_AND_FITNESS,4.5,32606,Varies with device,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-03-22,Varies with device,Varies with device
MealLogger-Photo Food Journal,HEALTH_AND_FITNESS,3.5,217,9.4M,"50,000+",True,0.0,Teen,Health & Fitness,2017-08-23,4.6.2,4.0.3 and up
Health and Nutrition Guide,HEALTH_AND_FITNESS,4.3,7895,3.3M,"500,000+",True,0.0,Everyone,Health & Fitness,2018-07-15,3.3,4.0 and up
Food Calorie Calculator,HEALTH_AND_FITNESS,4.2,1324,4.0M,"100,000+",True,0.0,Everyone,Health & Fitness,2018-01-29,10.2.0,4.0 and up
Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873523,Varies with device,"50,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-31,Varies with device,Varies with device
Lose It! - Calorie Counter,HEALTH_AND_FITNESS,4.4,69395,Varies with device,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-08-03,Varies with device,Varies with device
Self Healing,HEALTH_AND_FITNESS,4.5,14394,9.9M,"500,000+",True,0.0,Everyone,Health & Fitness,2017-07-16,Public.Heal,4.0.3 and up
Relax Meditation: Sleep with Sleep Sounds,HEALTH_AND_FITNESS,4.4,26540,43M,"1,000,000+",True,0.0,Everyone,Health & Fitness,2017-02-09,2.5.1,4.0.3 and up
Happify,HEALTH_AND_FITNESS,3.7,1812,37M,"100,000+",True,0.0,Everyone,Health & Fitness,2018-07-24,1.31.0-15160.950adac99,4.4 and up
Binaural Beats Therapy,HEALTH_AND_FITNESS,4.3,13724,Varies with device,"1,000,000+",True,0.0,Everyone,Health & Fitness,2017-08-17,Varies with device,Varies with device
Pacifica - Stress & Anxiety,HEALTH_AND_FITNESS,4.5,10253,Varies with device,"500,000+",True,0.0,Teen,Health & Fitness,2018-07-09,6.3.1,Varies with device
Relaxing Sounds,HEALTH_AND_FITNESS,4.6,4642,40M,"100,000+",True,0.0,Everyone,Health & Fitness,2017-03-11,1.92,4.1 and up
White Sound Pro,HEALTH_AND_FITNESS,4.7,16570,73M,"500,000+",True,0.0,Everyone,Health & Fitness,2018-07-29,4.8.0,4.4 and up
"Meditation Music - Relax, Yoga",HEALTH_AND_FITNESS,4.6,48226,28M,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-03-05,3.1.9,4.0.3 and up
Insight Timer - Free Meditation App,HEALTH_AND_FITNESS,4.6,20161,Varies with device,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-08-01,Varies with device,Varies with device
Self-help Anxiety Management,HEALTH_AND_FITNESS,4.0,2894,23M,"500,000+",True,0.0,Everyone 10+,Health & Fitness,2017-02-22,1.2.6,4.0.3 and up
Brain Waves - Binaural Beats,HEALTH_AND_FITNESS,4.4,5038,10M,"500,000+",True,0.0,Everyone,Health & Fitness,2018-07-15,5.2,4.4 and up
21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506,15M,"100,000+",True,0.0,Everyone,Health & Fitness,2018-08-02,3.0.0,4.1 and up
Prana Breath: Calm & Meditate,HEALTH_AND_FITNESS,4.8,31665,8.4M,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-19,8.2.0_8,4.0 and up
"Fabulous: Motivate Me! Meditate, Relax, Sleep",HEALTH_AND_FITNESS,4.6,205299,31M,"5,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-16,3.48,4.1 and up
7 Cups: Anxiety & Stress Chat,HEALTH_AND_FITNESS,4.2,13799,Varies with device,"500,000+",True,0.0,Teen,Health & Fitness,2018-07-31,Varies with device,Varies with device
"Calm - Meditate, Sleep, Relax",HEALTH_AND_FITNESS,4.6,111455,Varies with device,"5,000,000+",True,0.0,Everyone,Health & Fitness,2018-08-05,Varies with device,Varies with device
Runtastic Sleep Better: Sleep Cycle & Smart Alarm,HEALTH_AND_FITNESS,4.1,111462,Varies with device,"5,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-25,Varies with device,Varies with device
White Noise Lite,HEALTH_AND_FITNESS,4.4,57634,41M,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-06-25,7.4,4.1 and up
Relax Melodies: Sleep Sounds,HEALTH_AND_FITNESS,4.5,233243,Varies with device,"5,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-23,Varies with device,Varies with device
"Stop, Breathe & Think: Meditation & Mindfulness",HEALTH_AND_FITNESS,4.3,8576,Varies with device,"1,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-28,Varies with device,Varies with device
Simple Habit Meditation,HEALTH_AND_FITNESS,4.7,11689,20M,"500,000+",True,0.0,Everyone,Health & Fitness,2018-07-27,1.29.15,4.4 and up
Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563,39M,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-23,3.6.4,4.2 and up
Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769,35M,"5,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-24,6.2.73,4.0 and up
Zillow: Find Houses for Sale & Apartments for Rent,HOUSE_AND_HOME,4.5,417907,34M,"10,000,000+",True,0.0,Everyone,House & Home,2018-08-01,9.8.1.7425,4.4 and up
"Viva Decora - Decoration, Photos, Architecture, House",HOUSE_AND_HOME,4.8,3167,7.5M,"100,000+",True,0.0,Everyone,House & Home,2018-08-03,2.0.0,5.0 and up
Apartments & Rentals - Zillow,HOUSE_AND_HOME,4.2,27386,Varies with device,"1,000,000+",True,0.0,Everyone,House & Home,2018-06-21,Varies with device,Varies with device
Realtor.com Real Estate: Homes for Sale and Rent,HOUSE_AND_HOME,4.5,162243,12M,"10,000,000+",True,0.0,Everyone,House & Home,2018-07-26,8.18,4.0.3 and up
Real Estate sale & rent Trovit,HOUSE_AND_HOME,4.1,65913,7.7M,"5,000,000+",True,0.0,Everyone,House & Home,2018-07-16,4.47.3,4.0.3 and up
"591 housing transactions - renting houses, middle-class houses, new cases, real-time registration, villas through the sky, apartment suites, MRT, buying a house selling prices, housing mortgages",HOUSE_AND_HOME,4.1,24977,21M,"1,000,000+",True,0.0,Everyone,House & Home,2018-08-01,3.5.9,4.0.3 and up
"Homes.com 🏠 For Sale, Rent",HOUSE_AND_HOME,4.0,6000,18M,"1,000,000+",True,0.0,Everyone,House & Home,2018-07-28,9.6.8,4.1 and up
"CYANOGEN. Rent, buy an apartment, a room, a cottage 3+",HOUSE_AND_HOME,4.3,37711,40M,"1,000,000+",True,0.0,Everyone,House & Home,2018-07-31,2.51.0,4.4 and up
Trulia Real Estate & Rentals,HOUSE_AND_HOME,4.5,175293,Varies with device,"10,000,000+",True,0.0,Everyone,House & Home,2018-07-24,Varies with device,Varies with device
Latest 2018 Home Designs,HOUSE_AND_HOME,nan,174,8.7M,"10,000+",True,0.0,Everyone,House & Home,2018-07-26,1.1,2.3 and up
Houzz Interior Design Ideas,HOUSE_AND_HOME,4.6,353799,Varies with device,"10,000,000+",True,0.0,Everyone,House & Home,2018-08-01,Varies with device,Varies with device
Good room network fast rent,HOUSE_AND_HOME,3.7,2758,8.6M,"500,000+",True,0.0,Everyone,House & Home,2018-06-25,4.2.3,4.0 and up
Yongqing fast search,HOUSE_AND_HOME,3.7,1437,Varies with device,"100,000+",True,0.0,Everyone,House & Home,2018-08-02,Varies with device,Varies with device
LIFULL HOME'S,HOUSE_AND_HOME,4.2,7573,18M,"1,000,000+",True,0.0,Everyone,House & Home,2018-07-25,8.2.1,4.2 and up
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5M,"1,000,000+",True,0.0,Everyone,House & Home,2018-08-03,2.1.0,5.0 and up
Gold Butterfly Keyboard Theme,HOUSE_AND_HOME,4.3,10054,9.1M,"1,000,000+",True,0.0,Everyone,House & Home,2018-07-12,6.7.12.2018,4.0.3 and up
"Apartment, Home Rental Search: Realtor.com Rentals",HOUSE_AND_HOME,3.9,10117,13M,"1,000,000+",True,0.0,Everyone,House & Home,2018-06-29,3.6,4.0.3 and up
Living Smart Home,HOUSE_AND_HOME,4.6,39189,Varies with device,"1,000,000+",True,0.0,Everyone,House & Home,2018-07-30,Varies with device,Varies with device
591 Housing Trading - Hong Kong,HOUSE_AND_HOME,4.3,3522,15M,"100,000+",True,0.0,Everyone,House & Home,2018-08-02,3.10.8,4.0 and up
Trulia Rent Apartments & Homes,HOUSE_AND_HOME,4.4,71419,Varies with device,"5,000,000+",True,0.0,Everyone,House & Home,2018-07-24,Varies with device,Varies with device
Redfin Real Estate,HOUSE_AND_HOME,4.6,36857,19M,"1,000,000+",True,0.0,Everyone,House & Home,2018-07-25,220.0,5.0 and up
"Domofond Real Estate. Buy, rent an apartment.",HOUSE_AND_HOME,4.5,39123,Varies with device,"1,000,000+",True,0.0,Everyone,House & Home,2018-08-03,Varies with device,Varies with device
"realestate.com.au - Buy, Rent & Sell Property",HOUSE_AND_HOME,3.8,14653,Varies with device,"1,000,000+",True,0.0,Everyone,House & Home,2018-07-16,Varies with device,Varies with device
Yes319 real price login query,HOUSE_AND_HOME,nan,12,5.1M,"5,000+",True,0.0,Everyone,House & Home,2018-07-12,1.04,4.0.3 and up
DaBang - Rental Homes in Korea,HOUSE_AND_HOME,4.4,23013,26M,"5,000,000+",True,0.0,Everyone,House & Home,2018-07-17,3.2.4,4.1 and up
DIY On A Budget,HOUSE_AND_HOME,4.7,114,8.3M,"10,000+",True,0.0,Teen,House & Home,2018-02-18,2.1,4.1 and up
Free Foreclosure Real Estate Search by USHUD.com,HOUSE_AND_HOME,3.4,287,27M,"100,000+",True,0.0,Everyone,House & Home,2018-05-29,2.4.2,4.4 and up
Mortgage by Zillow: Calculator & Rates,HOUSE_AND_HOME,4.3,4435,7.9M,"500,000+",True,0.0,Everyone,House & Home,2016-03-02,2.6.0.287,4.0 and up
Home Security Camera WardenCam - reuse old phones,HOUSE_AND_HOME,4.3,43800,Varies with device,"1,000,000+",True,0.0,Everyone,House & Home,2018-07-06,Varies with device,Varies with device
Room planner: Interior & Floorplan Design for IKEA,HOUSE_AND_HOME,4.0,4281,27M,"100,000+",True,0.0,Everyone,House & Home,2018-08-05,858,4.0.3 and up
Rent.com Apartment Homes,HOUSE_AND_HOME,4.0,7508,5.1M,"1,000,000+",True,0.0,Everyone,House & Home,2018-07-09,7.9.0,5.0 and up
Good house to buy a house,HOUSE_AND_HOME,3.8,491,15M,"100,000+",True,0.0,Everyone,House & Home,2018-07-25,2.6.0,4.0.3 and up
LH Housing Promotion Notice,HOUSE_AND_HOME,nan,160,3.1M,"100,000+",True,0.0,Everyone,House & Home,2017-09-19,1.2.0,4.0 and up
Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584,16M,"1,000,000+",True,0.0,Everyone,House & Home,2018-07-16,4.7.13,4.4 and up
Hemnet,HOUSE_AND_HOME,3.6,4087,9.2M,"500,000+",True,0.0,Everyone,House & Home,2018-07-16,4.3.0,4.1 and up
At home - rental · real estate · room finding application such as apartment · apartment,HOUSE_AND_HOME,3.8,2496,Varies with device,"500,000+",True,0.0,Everyone,House & Home,2018-07-05,Varies with device,Varies with device
Alfred Home Security Camera,HOUSE_AND_HOME,4.5,103305,Varies with device,"5,000,000+",True,0.0,Everyone,House & Home,2018-07-31,Varies with device,Varies with device
House app: beautiful everyday ~,HOUSE_AND_HOME,4.6,2669,10M,"500,000+",True,0.0,Teen,House & Home,2018-08-03,2.0.6.9,4.1 and up
Home tips and advice,HOUSE_AND_HOME,nan,10,2.6M,"5,000+",True,0.0,Everyone,House & Home,2017-12-28,2.0,4.0.3 and up
"N1.RU - Real estate: apartments, new buildings, lodging",HOUSE_AND_HOME,4.5,7619,13M,"100,000+",True,0.0,Everyone,House & Home,2018-07-12,1.22.0,4.0.3 and up
Ruler,HOUSE_AND_HOME,4.7,126,1.9M,"10,000+",True,0.0,Everyone,House & Home,2017-08-21,1.0,4.0 and up
Home Decor Showpiece Art making: Medium Difficulty,HOUSE_AND_HOME,4.3,273,7.0M,"50,000+",True,0.0,Everyone,House & Home,2018-05-30,1.2,4.0.3 and up
"乐屋网: Buying a house, selling a house, renting a house",HOUSE_AND_HOME,3.7,2248,15M,"100,000+",True,0.0,Everyone,House & Home,2018-08-03,v3.1.1,4.0 and up
Real estate court auction information site - Hyundai court auction,HOUSE_AND_HOME,nan,10,4.2M,"10,000+",True,0.0,Everyone,House & Home,2018-08-02,1.2,4.3 and up
iProperty Malaysia,HOUSE_AND_HOME,4.2,809,7.8M,"100,000+",True,0.0,Everyone,House & Home,2018-07-25,1.6.1.2,4.0 and up
ColorSnap® Visualizer,HOUSE_AND_HOME,3.4,3280,77M,"1,000,000+",True,0.0,Everyone,House & Home,2018-06-29,5.0.1,4.0.3 and up
Apartment Decorating Ideas,HOUSE_AND_HOME,3.9,1478,5.7M,"100,000+",True,0.0,Everyone,House & Home,2015-03-13,1.2,3.0 and up
Bedroom Decorating Ideas,HOUSE_AND_HOME,4.0,2382,5.9M,"500,000+",True,0.0,Everyone,House & Home,2015-04-07,1.7,3.0 and up
Room Painting Ideas,HOUSE_AND_HOME,4.0,4450,7.6M,"1,000,000+",True,0.0,Everyone,House & Home,2015-03-17,1.7,3.0 and up
Kitchen Island Ideas,HOUSE_AND_HOME,4.0,515,5.8M,"50,000+",True,0.0,Everyone,House & Home,2015-05-30,1.5,3.0 and up
Houzz Interior Design Ideas,HOUSE_AND_HOME,4.6,353800,Varies with device,"10,000,000+",True,0.0,Everyone,House & Home,2018-08-01,Varies with device,Varies with device
Living Room Decorating Ideas,HOUSE_AND_HOME,4.0,4465,5.8M,"1,000,000+",True,0.0,Everyone,House & Home,2015-03-06,1.7,3.0 and up
Bathroom Decorating Ideas,HOUSE_AND_HOME,4.1,2427,5.3M,"500,000+",True,0.0,Everyone,House & Home,2015-03-12,1.4,3.0 and up
Wall Decorating Ideas,HOUSE_AND_HOME,3.9,6631,5.5M,"1,000,000+",True,0.0,Everyone,House & Home,2015-03-11,1.5,3.0 and up
Zumper - Apartment Rental Finder,HOUSE_AND_HOME,4.4,11200,25M,"1,000,000+",True,0.0,Everyone,House & Home,2018-07-16,4.5.15,5.0 and up
RadPad: Apartment Finder App,HOUSE_AND_HOME,4.4,6896,35M,"500,000+",True,0.0,Everyone,House & Home,2017-08-30,1.7.3,4.1 and up
Mortgage by Zillow: Calculator & Rates,HOUSE_AND_HOME,4.3,4435,7.9M,"500,000+",True,0.0,Everyone,House & Home,2016-03-02,2.6.0.287,4.0 and up
Redfin Real Estate,HOUSE_AND_HOME,4.6,36857,19M,"1,000,000+",True,0.0,Everyone,House & Home,2018-07-25,220.0,5.0 and up
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5M,"1,000,000+",True,0.0,Everyone,House & Home,2018-08-03,2.1.0,5.0 and up
Realtor.com Real Estate: Homes for Sale and Rent,HOUSE_AND_HOME,4.5,162243,12M,"10,000,000+",True,0.0,Everyone,House & Home,2018-07-26,8.18,4.0.3 and up
Trulia Real Estate & Rentals,HOUSE_AND_HOME,4.5,175293,Varies with device,"10,000,000+",True,0.0,Everyone,House & Home,2018-07-24,Varies with device,Varies with device
Zillow: Find Houses for Sale & Apartments for Rent,HOUSE_AND_HOME,4.5,417907,34M,"10,000,000+",True,0.0,Everyone,House & Home,2018-08-01,9.8.1.7425,4.4 and up
Homesnap Real Estate & Rentals,HOUSE_AND_HOME,4.3,3834,30M,"500,000+",True,0.0,Everyone,House & Home,2018-07-31,5.20.38,4.2 and up
Apartments & Rentals - Zillow,HOUSE_AND_HOME,4.2,27387,Varies with device,"1,000,000+",True,0.0,Everyone,House & Home,2018-06-21,Varies with device,Varies with device
Trulia Rent Apartments & Homes,HOUSE_AND_HOME,4.4,71421,Varies with device,"5,000,000+",True,0.0,Everyone,House & Home,2018-07-24,Varies with device,Varies with device
Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584,16M,"1,000,000+",True,0.0,Everyone,House & Home,2018-07-16,4.7.13,4.4 and up
Houzz Interior Design Ideas,HOUSE_AND_HOME,4.6,353813,Varies with device,"10,000,000+",True,0.0,Everyone,House & Home,2018-08-01,Varies with device,Varies with device
Trulia Mortgage Calculators,HOUSE_AND_HOME,4.1,81,16M,"50,000+",True,0.0,Everyone,House & Home,2018-02-16,2.1.0,4.4 and up
