a,b,c,d,e,f,g,h,i,j,k,l,m
The Sims™ FreePlay,FAMILY,4.3,931503,31M,"10,000,000+",True,0.0,Teen,Simulation,2018-07-16,5.39.1,4.0.3 and up
My Emma :),FAMILY,4.1,245839,76M,"10,000,000+",True,0.0,Everyone,Casual,2017-04-03,2.7.0,4.1 and up
League of Gamers - Be an E-Sports Legend!,SPORTS,4.5,68072,40M,"5,000,000+",True,0.0,Everyone,Sports,2018-07-26,1.1.7,4.1 and up
Draw a Stickman: EPIC Free,GAME,4.2,210317,46M,"10,000,000+",True,0.0,Everyone 10+,Adventure,2015-04-10,1.4.3.104,2.3.3 and up
My Horse,FAMILY,4.5,1333338,8.7M,"10,000,000+",True,0.0,Everyone,Casual,2018-05-23,1.34.1,2.3.3 and up
My Boo - Your Virtual Pet Game,FAMILY,4.4,899748,80M,"10,000,000+",True,0.0,Everyone,Casual,2018-08-03,2.11,4.1 and up
Create apps fast with beautiful design and no code,BUSINESS,3.7,23729,24M,"1,000,000+",True,0.0,Everyone,Business,2018-05-14,7.2,4.4 and up
THE KING OF FIGHTERS-A 2012(F),GAME,4.4,406511,21M,"5,000,000+",True,0.0,Teen,Action,2016-10-21,1.0.5,4.0.3 and up
Text free - Free Text + Call,SOCIAL,4.3,315390,Varies with device,"10,000,000+",True,0.0,Everyone,Social,2018-07-26,Varies with device,Varies with device
Diary with lock password,LIFESTYLE,4.3,179139,9.7M,"5,000,000+",True,0.0,Everyone,Lifestyle,2017-11-01,3.5.3,4.0.3 and up
Fast like a Fox,GAME,4.3,104389,12M,"5,000,000+",True,0.0,Everyone,Adventure,2018-04-17,1.4.0,4.2 and up
Google Photos,PHOTOGRAPHY,4.5,10847682,Varies with device,"1,000,000,000+",True,0.0,Everyone,Photography,2018-08-01,Varies with device,Varies with device
Scoompa Video - Slideshow Maker and Video Editor,PHOTOGRAPHY,4.5,559931,Varies with device,"10,000,000+",True,0.0,Everyone,Photography,2018-05-10,Varies with device,Varies with device
Girls Craft: Exploration,FAMILY,3.8,130689,57M,"5,000,000+",True,0.0,Everyone 10+,Simulation,2018-08-03,1.32,4.2 and up
The PCH App,LIFESTYLE,4.5,234971,81M,"1,000,000+",True,0.0,Everyone,Lifestyle,2018-07-25,2.8.7.78579,4.4 and up
Legend - Animate Text in Video,SOCIAL,4.5,228737,Varies with device,"10,000,000+",True,0.0,Everyone,Social,2016-07-12,Varies with device,Varies with device
"Resume Builder Free, 5 Minute CV Maker & Templates",BUSINESS,4.4,72202,6.7M,"1,000,000+",True,0.0,Everyone,Business,2018-06-25,6.0,4.0.3 and up
AO Surgery Reference,MEDICAL,4.7,2570,3.8M,"100,000+",True,0.0,Everyone,Medical,2017-05-10,1.2.6,4.0 and up
ao,FAMILY,3.5,14145,5.9M,"1,000,000+",True,0.0,Everyone,Strategy,2016-06-08,1.0.9,4.0 and up
AO/OTA Fracture Classification,MEDICAL,4.9,25,46M,"5,000+",True,0.0,Everyone,Medical,2018-04-17,1.0,5.0 and up
AO Player,EVENTS,4.0,9,3.3M,"1,000+",True,0.0,Everyone,Events,2017-12-20,1.1.4,4.4 and up
Ao Oni2,GAME,4.1,21223,48M,"1,000,000+",True,0.0,Teen,Adventure,2018-04-20,1.6.6,4.1 and up
A. O. Smith,TOOLS,4.2,32,33M,"10,000+",True,0.0,Everyone,Tools,2018-05-21,3.0.22,4.0 and up
AO-EVENT,BUSINESS,nan,0,42M,100+,True,0.0,Everyone,Business,2018-05-28,6.2.6,4.1 and up
Arena of Valor: 5v5 Arena Game,GAME,4.4,438911,99M,"10,000,000+",True,0.0,Teen,Action,2018-06-28,1.23.1.2,4.0.3 and up
PlacarTv Futebol Ao Vivo,COMMUNICATION,4.1,2063,4.5M,"100,000+",True,0.0,Everyone,Communication,2018-06-03,1.0.3,4.0 and up
Virtual lover,FAMILY,4.6,45771,28M,"1,000,000+",True,0.0,Mature 17+,Entertainment,2018-06-08,1.39,4.1 and up
The Hunt for the Lost Treasure,FAMILY,4.6,7148,8.1M,"100,000+",False,2.99,Everyone,Adventure;Brain Games,2017-09-13,1.8,4.0.3 and up
Attack the Light,FAMILY,4.7,19209,21M,"100,000+",False,2.99,Everyone,Role Playing;Action & Adventure,2016-02-23,1.1.4,4.0 and up
Princess Closet : Otome games free dating sim,FAMILY,4.5,29495,56M,"1,000,000+",True,0.0,Teen,Simulation,2018-05-24,1.11.0,4.0.3 and up
Gravidez ao Vivo,MEDICAL,nan,61,Varies with device,"1,000+",False,2.99,Everyone,Medical,2014-03-11,1.5,2.2 and up
365Scores - Live Scores,SPORTS,4.6,666246,25M,"10,000,000+",True,0.0,Everyone,Sports,2018-07-29,5.5.9,4.1 and up
PES 2018 PRO EVOLUTION SOCCER,SPORTS,4.4,1721943,26M,"10,000,000+",True,0.0,Everyone,Sports,2018-06-27,2.3.2,5.0 and up
Mobile Legends: Bang Bang,GAME,4.4,8219586,99M,"100,000,000+",True,0.0,Teen,Action,2018-07-24,1.2.97.3042,4.0.3 and up
Heroes of Order & Chaos,FAMILY,4.2,690148,25M,"10,000,000+",True,0.0,Teen,Strategy,2017-10-27,Varies with device,Varies with device
Kill Shot Bravo: Sniper FPS,GAME,4.4,579519,99M,"10,000,000+",True,0.0,Mature 17+,Action,2018-07-18,5.1,4.1 and up
Tennis Champion 3D - Online Sports Game,SPORTS,4.0,170973,43M,"5,000,000+",True,0.0,Everyone,Sports,2018-06-06,2.1,4.1 and up
Carnivores: Dinosaur Hunter,GAME,4.2,62636,17M,"1,000,000+",True,0.0,Teen,Action,2018-07-02,1.8.0,4.0.3 and up
High School Simulator 2017,FAMILY,4.2,123136,80M,"5,000,000+",True,0.0,Mature 17+,Simulation,2018-06-25,1.0,4.0 and up
Hopeless Land: Fight for Survival,GAME,4.2,250197,44M,"5,000,000+",True,0.0,Teen,Action,2018-07-12,1.0,4.1 and up
SofaScore Live Score,SPORTS,4.8,221722,Varies with device,"10,000,000+",True,0.0,Everyone,Sports,2018-07-26,Varies with device,Varies with device
Virtual Cigarette Smoking (prank),FAMILY,3.7,29838,Varies with device,"5,000,000+",True,0.0,Mature 17+,Entertainment,2018-06-28,2.2,Varies with device
Scanning body and undressing people,FAMILY,3.4,1012,12M,"100,000+",True,0.0,Teen,Entertainment,2018-02-24,2.0,3.0 and up
Ultimate Tennis,SPORTS,4.3,183004,100M,"10,000,000+",True,0.0,Everyone,Sports,2018-07-19,2.29.3118,4.0.3 and up
Legion of Heroes,FAMILY,4.3,143087,69M,"1,000,000+",True,0.0,Everyone 10+,Role Playing,2018-07-12,1.9.22,4.0 and up
Soccer Star 2018 Top Leagues · MLS Soccer Games,SPORTS,4.6,652940,90M,"10,000,000+",True,0.0,Teen,Sports,2018-07-05,1.3.5,4.1 and up
Heroes Arena,GAME,4.2,336386,88M,"10,000,000+",True,0.0,Everyone 10+,Action,2018-07-24,2.0.1,4.0.3 and up
virtual lover 3D,FAMILY,4.6,5195,64M,"100,000+",True,0.0,Mature 17+,Entertainment,2018-04-18,1.3,4.1 and up
Range Master: Sniper Academy,SPORTS,4.1,91935,39M,"10,000,000+",True,0.0,Everyone,Sports,2018-04-26,2.1.3,4.1 and up
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381624,54M,"10,000,000+",True,0.0,Teen,Action,2017-03-14,3.1.1,3.0 and up
FC Barcelona Official App,SPORTS,4.6,92522,56M,"5,000,000+",True,0.0,Everyone,Sports,2018-07-26,4.0.14,4.1 and up
Can Your Pet? : Returns - Teen,FAMILY,4.3,45370,14M,"1,000,000+",True,0.0,Teen,Simulation,2018-08-02,2.59.8,2.3 and up
GUYZ - Gay Chat & Gay Dating,SOCIAL,4.4,41269,Varies with device,"1,000,000+",True,0.0,Mature 17+,Social,2017-05-10,1.3.6.4,4.0.3 and up
Bubbu – My Virtual Pet,FAMILY,4.7,394842,75M,"10,000,000+",True,0.0,Everyone,Casual;Pretend Play,2018-08-04,1.50,4.1 and up
3D Tennis,SPORTS,4.2,1008012,13M,"50,000,000+",True,0.0,Everyone,Sports,2017-12-05,1.7.7,2.1 and up
Start the Hunt for the Lost Treasure,FAMILY,3.8,302,8.1M,"10,000+",True,0.0,Everyone,Puzzle;Brain Games,2017-09-13,1.4,4.0.3 and up
Treasure Hunt Hidden Objects Adventure Game,FAMILY,4.3,1231,Varies with device,"100,000+",True,0.0,Everyone,Puzzle,2018-05-24,2.2,4.1 and up
Scanning under clothes (prank),FAMILY,3.7,1443,20M,"100,000+",True,0.0,Mature 17+,Entertainment,2018-01-18,3.0,2.3 and up
WGT Golf Game by Topgolf,SPORTS,4.3,148083,57M,"10,000,000+",True,0.0,Everyone,Sports,2018-07-24,1.42.2,4.1 and up
3D Holograms Joke,FAMILY,2.9,31596,31M,"5,000,000+",True,0.0,Teen,Simulation,2016-12-23,1.5,2.3 and up
Weaphones™ Gun Sim Free Vol 1,FAMILY,4.3,598975,39M,"10,000,000+",True,0.0,Everyone,Simulation,2018-01-17,2.4.0,4.0 and up
Hidden Objects Treasure Hunt Adventure Games,FAMILY,4.3,275,29M,"10,000+",True,0.0,Everyone,Puzzle,2018-07-09,1.0.1,4.4 and up
Live Camera Viewer ★ World Webcam & IP Cam Streams,TRAVEL_AND_LOCAL,4.0,64164,3.6M,"10,000,000+",True,0.0,Everyone,Travel & Local,2018-04-07,1.9,4.1 and up
Body scanner (prank),FAMILY,3.3,16063,3.8M,"1,000,000+",True,0.0,Teen,Casual,2016-06-02,3.0,2.3 and up
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76616,4.6M,"1,000,000+",True,0.0,Everyone 10+,News & Magazines,2017-05-25,4.4.3,4.0 and up
AP ENPS Mobile,PRODUCTIVITY,4.1,22,545k,"5,000+",True,0.0,Everyone,Productivity,2016-03-08,8.0.0130,4.4 and up
AP® Guide,FAMILY,5.0,3,2.1M,"1,000+",True,0.0,Everyone,Education,2017-07-31,1.3,4.0.3 and up
WiFi Access Point (hotspot),COMMUNICATION,3.9,684,61k,"100,000+",True,0.0,Everyone,Communication,2015-05-14,1.1.2,2.3 and up
AP Mobile,FAMILY,4.6,117,13M,"10,000+",True,0.0,Everyone,Education,2017-11-21,1.03,6.0 and up
AP Manager,TOOLS,4.0,177,2.8M,"10,000+",True,0.0,Everyone,Tools,2015-05-04,1.0.8,2.3 and up
AP App for Android™,NEWS_AND_MAGAZINES,3.6,188,9.9M,"10,000+",True,0.0,Everyone,News & Magazines,2016-05-12,1.0,4.0 and up
Access Point Finder,LIFESTYLE,4.0,22,2.5M,"10,000+",True,0.0,Everyone,Lifestyle,2016-09-06,1.0,3.0 and up
AP English Language: Practice Tests and Flashcards,FAMILY,4.5,19,5.4M,"5,000+",True,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1 and up
AP Mobile 104,BUSINESS,nan,0,14M,100+,True,0.0,Everyone,Business,2017-12-13,1.2.2.0,4.0 and up
AP Planner,FAMILY,2.9,45,1.3M,"5,000+",True,0.0,Everyone,Education,2015-08-03,1.1,2.1 and up
Access Point Browser,TOOLS,4.2,25,2.5M,"1,000+",True,0.0,Everyone,Tools,2017-09-22,3.11,4.3 and up
AP Installer,TOOLS,4.5,23,283k,"5,000+",True,0.0,Everyone,Tools,2018-07-20,13,3.2 and up
Access Point Proximity,TOOLS,nan,5,2.3M,"1,000+",True,0.0,Everyone,Tools,2018-06-28,2.1.1,5.0 and up
Study AP World History,FAMILY,4.6,513,1.6M,"10,000+",True,0.0,Everyone,Education,2016-07-18,1.1.2,4.0.3 and up
UniFi,TOOLS,4.7,11018,25M,"500,000+",True,0.0,Everyone,Tools,2018-07-25,1.7.0,4.1 and up
Ap Video Downloader for fb New 2018,TOOLS,4.2,676,5.4M,"100,000+",True,0.0,Everyone,Tools,2018-07-31,3.0.188,4.0.3 and up
AP Government Review,FAMILY,4.7,3,1.5M,"1,000+",False,2.99,Everyone,Education,2017-03-14,1.1,4.0.3 and up
"ap,wifi testing,iperf,ping,android,Bluetooth,tcp",TOOLS,4.7,3,5.3M,10+,False,2.99,Everyone,Tools,2018-05-27,1.0.15,4.4 and up
HotSpot Tethering Free/WiFi AP,TOOLS,3.9,478,2.0M,"100,000+",True,0.0,Everyone,Tools,2016-09-12,2.003,2.3 and up
AP Chemistry Prep: Practice Tests and Flashcards,FAMILY,4.7,55,5.4M,"10,000+",True,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1 and up
AP Flashcards,FAMILY,3.7,88,41M,"10,000+",True,0.0,Everyone,Education,2015-08-30,1.3.14,3.1 and up
AP World History: Practice Tests and Flashcards,FAMILY,4.8,21,5.4M,"5,000+",True,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1 and up
Access Point Names,COMMUNICATION,4.0,138,2.4M,"10,000+",True,0.0,Everyone,Communication,2014-08-12,1.0,2.3.3 and up
"AP Biology Prep: Practice Tests, Flashcards",FAMILY,4.6,87,5.4M,"10,000+",True,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1 and up
AP Biology Study Guide + Quiz,FAMILY,4.4,105,9.0M,"10,000+",True,0.0,Everyone,Education,2016-03-22,1.5.1,4.1 and up
Reuters News,NEWS_AND_MAGAZINES,4.3,13166,25M,"1,000,000+",True,0.0,Everyone 10+,News & Magazines,2018-06-06,3.4.4,4.1 and up
500 AP World History Questions,FAMILY,4.7,7,1.2M,100+,False,9.99,Everyone,Education,2013-11-01,1.2,1.6 and up
AP Themes for Kustom/KLWP,PERSONALIZATION,3.6,5,45M,500+,False,1.49,Everyone,Personalization,2017-09-01,1.8.2,4.4 and up
AP Physics 1 Prep: Practice Tests and Flashcards,FAMILY,4.4,29,5.3M,"5,000+",True,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1 and up
Fate GO Ap Counter,TOOLS,4.6,70,3.2M,"1,000+",True,0.0,Everyone,Tools,2018-01-19,1.1.4,4.1 and up
iScore5 AP Psych,FAMILY,2.9,10,73M,100+,False,4.99,Everyone,Educational,2017-04-25,2.0,4.0.3 and up
Glanceable Ap Watch Face,PERSONALIZATION,nan,0,11M,5+,False,0.99,Everyone,Personalization,2016-08-14,1.0.103,4.4 and up
AP Psychology Prep: Practice Tests and Flashcards,FAMILY,4.5,242,5.4M,"50,000+",True,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1 and up
meStudying: AP English Lit,FAMILY,5.0,1,655k,10+,False,4.99,Everyone,Education,2013-08-31,1.3,2.0.1 and up
APN Settings,TOOLS,3.7,3743,5.6M,"1,000,000+",True,0.0,Everyone,Tools,2018-08-03,6.4,4.1 and up
AEE AP,PHOTOGRAPHY,nan,4,17M,"1,000+",True,0.0,Everyone,Photography,2018-02-07,1.01,2.2 and up
AP Math & Computer Science,FAMILY,3.7,37,9.5M,"5,000+",True,0.0,Everyone,Education,2015-07-19,2.16,2.3 and up
AP Series Solution Pro,FAMILY,nan,0,7.4M,0+,False,1.99,Everyone,Education,2017-07-30,1.3,4.0 and up
AP Statistics Prep: Practice Tests and Flashcards,FAMILY,4.2,19,5.4M,"5,000+",True,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1 and up
eChallan Andhra Pradesh (AP),SOCIAL,3.0,5,2.6M,"1,000+",True,0.0,Teen,Social,2018-02-15,1.0.0.4,4.1 and up
AP Art History Flashcards,FAMILY,5.0,1,96M,10+,False,29.99,Mature 17+,Education,2016-01-19,3.30,4.0 and up
True Skate,SPORTS,4.4,129409,73M,"1,000,000+",False,1.99,Everyone,Sports,2018-08-04,1.5.1,4.0.3 and up
AP European History: Practice Tests and Flashcards,FAMILY,4.7,7,5.4M,"1,000+",True,0.0,Everyone,Education,2018-07-03,1.6.7.1,4.1 and up
AdventureQuest 3D MMO,FAMILY,4.3,22667,35M,"1,000,000+",True,0.0,Teen,Role Playing,2018-07-26,1.10.1,4.4 and up
AdventureQuest Dragons,FAMILY,3.9,10114,48M,"100,000+",True,0.0,Everyone,Casual,2018-06-13,1.0.63,4.0 and up
AQ: First Contact,FAMILY,nan,0,Varies with device,"50,000+",True,0.0,Everyone,Strategy,2018-07-26,Varies with device,Varies with device
Battle Gems (AdventureQuest),FAMILY,4.4,48427,Varies with device,"500,000+",True,0.0,Everyone 10+,Puzzle,2018-03-31,Varies with device,Varies with device
Undead Assault,GAME,4.3,4704,37M,"100,000+",True,0.0,Everyone 10+,Arcade,2015-11-04,1.4.6,2.3 and up
AQ Service,BUSINESS,nan,4,17M,10+,True,0.0,Everyone,Business,2017-08-28,1.0,4.4 and up
AQ wisdom +,TOOLS,nan,0,35M,100+,True,0.0,Everyone,Tools,2018-03-15,1.0.0,4.0.3 and up
AQ SMS Notify,TOOLS,nan,0,2.3M,10+,True,0.0,Everyone,Tools,2018-04-12,2.5.3,4.1 and up
AQ Math Facts,FAMILY,nan,1,16M,1+,False,2.99,Everyone,Educational,2017-05-17,1.0.3,4.0 and up
Adventure Quest World Mobile Quiz,FAMILY,4.6,28,26M,500+,True,0.0,Everyone,Puzzle,2018-01-16,3.1.6z,4.0.3 and up
Aqw&3d Design Notes Manager,FAMILY,4.5,11,2.9M,500+,True,0.0,Everyone,Entertainment,2017-08-15,3.0,4.0.3 and up
AQ Aspergers Test,MEDICAL,3.9,265,714k,"10,000+",True,0.0,Everyone,Medical,2015-10-14,1.4.0,2.3.3 and up
Guess the Class 🔥 AQW,GAME,4.7,57,12M,"1,000+",True,0.0,Everyone,Word,2017-11-01,1.0.0,4.1 and up
Puffin Web Browser,COMMUNICATION,4.3,541661,Varies with device,"10,000,000+",True,0.0,Everyone,Communication,2018-07-09,7.5.3.20547,4.1 and up
AQ Ria Retail,FAMILY,5.0,4,52M,50+,True,0.0,Everyone,Education,2018-04-03,1.1,4.1 and up
Accounting Quiz (AQ) Malaysia,FAMILY,5.0,25,Varies with device,"1,000+",True,0.0,Everyone,Education,2018-01-29,Varies with device,4.0 and up
AQ Guards,PRODUCTIVITY,nan,0,3.2M,10+,True,0.0,Everyone,Productivity,2018-07-06,2.1.22,4.4 and up
Wowkwis aq Ka'qaquj,FAMILY,5.0,1,49M,10+,True,0.0,Everyone,Education;Education,2018-02-16,1.0,4.0.3 and up
AQ Coach,SPORTS,nan,0,28M,5+,True,0.0,Everyone,Sports,2018-05-25,1.1.0,4.4 and up
AQ Dentals,HEALTH_AND_FITNESS,nan,0,12M,10+,True,0.0,Everyone,Health & Fitness,2017-12-22,1.0.1,4.1 and up
AccuWeather: Daily Forecast & Live Weather Reports,WEATHER,4.4,2052407,Varies with device,"50,000,000+",True,0.0,Everyone,Weather,2018-08-02,Varies with device,Varies with device
中国語 AQリスニング,FAMILY,nan,21,17M,"5,000+",True,0.0,Everyone,Education,2016-06-22,2.4.0,4.0 and up
ClanHQ,COMMUNICATION,2.7,560,37M,"10,000+",True,0.0,Everyone,Communication,2018-07-25,1.0.21,4.4 and up
QuickShortcutMaker,PERSONALIZATION,4.6,41000,2.0M,"1,000,000+",True,0.0,Everyone,Personalization,2014-02-23,2.4.0,1.6 and up
Moovit: Bus Time & Train Time Live Info,MAPS_AND_NAVIGATION,4.4,616742,Varies with device,"10,000,000+",True,0.0,Everyone,Maps & Navigation,2018-08-05,Varies with device,Varies with device
Iron Blade,GAME,4.4,161637,82M,"10,000,000+",True,0.0,Mature 17+,Action,2018-07-18,1.7.0m,4.0.3 and up
QR Droid,PRODUCTIVITY,4.1,349151,Varies with device,"50,000,000+",True,0.0,Everyone,Productivity,2018-08-01,Varies with device,Varies with device
QR BARCODE SCANNER,TOOLS,3.8,169369,Varies with device,"10,000,000+",True,0.0,Everyone,Tools,2016-09-05,Varies with device,Varies with device
Dungeon Boss – Strategy RPG,FAMILY,4.4,218881,37M,"5,000,000+",True,0.0,Everyone 10+,Role Playing,2018-03-28,0.5.10011,4.0.3 and up
Questland: Turn Based RPG,FAMILY,4.6,31134,48M,"1,000,000+",True,0.0,Everyone 10+,Role Playing,2018-08-02,1.10.6,4.1 and up
Order & Chaos 2: 3D MMO RPG,FAMILY,4.1,242722,54M,"10,000,000+",True,0.0,Teen,Role Playing,2018-07-09,3.1.2b,4.0.3 and up
Dungeon Quest,FAMILY,4.5,244039,46M,"5,000,000+",True,0.0,Everyone 10+,Role Playing,2018-06-04,3.0.5.2,4.0 and up
Dungeon Hunter 5 – Action RPG,FAMILY,4.2,720685,51M,"10,000,000+",True,0.0,Teen,Role Playing,2018-06-21,3.6.1a,4.0.3 and up
"Grow Stone Online : 2d pixel RPG, MMORPG game",FAMILY,4.7,84389,48M,"1,000,000+",True,0.0,Everyone,Role Playing,2018-08-05,1.375,4.0.3 and up
Evil Apples: A Dirty Card Game,GAME,4.3,137696,55M,"5,000,000+",True,0.0,Mature 17+,Word,2018-07-19,2.3.3,4.2 and up
Megatramp - a Story of Success!,FAMILY,4.3,322976,Varies with device,"5,000,000+",True,0.0,Teen,Simulation,2018-06-13,Varies with device,4.2 and up
Knightfall™ AR,FAMILY,4.2,254,25M,"10,000+",True,0.0,Teen,Strategy,2018-03-17,1.0,7.0 and up
Ghost Snap AR Horror Survival,GAME,3.8,898,33M,"100,000+",True,0.0,Teen,Adventure,2016-12-21,1.2.3.1,2.3 and up
The Walking Dead: Our World,GAME,4.0,22435,100M,"1,000,000+",True,0.0,Teen,Action,2018-08-01,1.1.0.3,5.0 and up
Jurassic World™ Alive,FAMILY,4.3,308944,70M,"5,000,000+",True,0.0,Everyone 10+,Simulation,2018-08-02,1.3.15,4.4 and up
Snaappy – 3D fun AR core communication platform,SOCIAL,4.6,16801,Varies with device,"1,000,000+",True,0.0,Everyone,Social,2018-07-16,1.5.341,4.0.3 and up
Sketchfab,FAMILY,4.3,906,9.2M,"50,000+",True,0.0,Mature 17+,Entertainment,2018-03-09,0.46.0,4.4 and up
Ingress,GAME,4.3,391325,43M,"10,000,000+",True,0.0,Everyone,Adventure,2018-06-20,1.131.2,4.0 and up
My Tamagotchi Forever,FAMILY,4.3,28735,91M,"1,000,000+",True,0.0,Everyone,Casual,2018-08-01,1.12.0.1654,4.2 and up
"Egg, Inc.",FAMILY,4.7,580160,29M,"5,000,000+",True,0.0,Everyone,Simulation,2018-06-13,1.7.5,4.0.3 and up
Houzz Interior Design Ideas,HOUSE_AND_HOME,4.6,353813,Varies with device,"10,000,000+",True,0.0,Everyone,House & Home,2018-08-01,Varies with device,Varies with device
Flat Pack,GAME,4.4,862,44M,"100,000+",True,0.0,Everyone 10+,Action,2018-03-16,1.0.4,7.0 and up
Crayola Color Blaster,GAME,3.8,17,30M,"1,000+",True,0.0,Everyone,Arcade,2018-03-13,1.5,7.0 and up
Guns of Boom - Online Shooter,GAME,4.6,1226514,99M,"10,000,000+",True,0.0,Teen,Action,2018-07-20,4.4.4,4.1 and up
Guns Royale - Multiplayer Blocky Battle Royale,GAME,4.6,19070,90M,"100,000+",True,0.0,Everyone 10+,Action,2018-08-04,1.0,Varies with device
Build.com - Shop Home Improvement & Expert Advice,HOUSE_AND_HOME,4.5,118,72M,"50,000+",True,0.0,Everyone,House & Home,2018-07-10,3.7.1,5.0 and up
Wayfair - Shop All Things Home,SHOPPING,4.5,20247,47M,"5,000,000+",True,0.0,Everyone,Shopping,2018-08-03,4.70.30,4.1 and up
NYTimes - Latest News,NEWS_AND_MAGAZINES,3.9,63640,23M,"10,000,000+",True,0.0,Everyone 10+,News & Magazines,2018-08-01,6.19.5,4.4 and up
"Overstock – Home Decor, Furniture Shopping",SHOPPING,4.4,25717,Varies with device,"1,000,000+",True,0.0,Teen,Shopping,2018-07-31,Varies with device,Varies with device
Stack It AR,GAME,3.8,1363,26M,"100,000+",True,0.0,Everyone,Arcade,2018-06-29,1.1.4,4.0 and up
"ARuler - AR Ruler app, Measure tools",TOOLS,4.3,1602,5.0M,"100,000+",True,0.0,Everyone,Tools,2018-08-03,1.1.7,7.0 and up
SNOW - AR Camera,PHOTOGRAPHY,4.3,1017237,Varies with device,"50,000,000+",True,0.0,Everyone,Photography,2018-07-30,7.6.5,4.3 and up
Monster Park AR - Jurassic Dinosaurs in Real World,FAMILY,3.7,128,20M,"10,000+",True,0.0,Everyone,Entertainment,2018-03-08,1.2.2.122,7.0 and up
AR Remote Car,FAMILY,3.2,1354,30M,"100,000+",True,0.0,Everyone,Simulation,2017-08-12,2.14,4.0 and up
Solar System AR ( ARCore ),FAMILY,4.0,211,37M,"10,000+",True,0.0,Everyone,Entertainment,2018-07-23,0.8.6,7.0 and up
Super AR,FAMILY,3.8,410,28M,"10,000+",True,0.0,Teen,Entertainment,2017-12-18,2.1,4.0 and up
Spacecraft AR,FAMILY,4.4,83,85M,"10,000+",True,0.0,Everyone,Education,2018-06-28,1.2,7.0 and up
Assemblr - Create 3D Models (Sandbox AR),FAMILY,3.8,1745,Varies with device,"1,000,000+",True,0.0,Everyone,Simulation,2018-07-17,2.25,5.0 and up
MCRAFT AR - EDITOR,FAMILY,3.4,131,22M,"5,000+",True,0.0,Everyone,Simulation,2018-06-24,1.0,4.1 and up
Jenga® AR,FAMILY,2.9,53,82M,"10,000+",True,0.0,Everyone,Puzzle,2018-03-17,1.0.1,7.0 and up
Nightenfell: Shared AR,GAME,4.5,20,65M,"1,000+",False,0.99,Everyone 10+,Action,2018-03-27,1.0.0,7.0 and up
Portal AR - Step Into Scotland,TRAVEL_AND_LOCAL,3.7,25,43M,"5,000+",True,0.0,Everyone,Travel & Local,2018-06-04,1.4,7.0 and up
Arcraft - AR Sandbox,GAME,3.8,469,80M,"10,000+",True,0.0,Everyone,Adventure,2017-05-19,1.4,4.0 and up
Augment - 3D Augmented Reality,BUSINESS,4.1,25195,21M,"1,000,000+",True,0.0,Everyone,Business,2018-02-26,v3.4.0-3,4.0.3 and up
Satellite AR,BOOKS_AND_REFERENCE,4.1,9636,93k,"1,000,000+",True,0.0,Everyone,Books & Reference,2011-09-22,2.4,2.1 and up
Figment AR,FAMILY,3.7,22,90M,"5,000+",True,0.0,Everyone,Entertainment,2018-07-10,1.0,7.0 and up
AR Tank Battle,GAME,3.6,153,67M,"10,000+",True,0.0,Everyone,Action,2016-12-31,1.3,4.0 and up
AR Dragon Pet,FAMILY,nan,0,Varies with device,"50,000+",True,0.0,Everyone,Casual,2017-11-09,Varies with device,Varies with device
Paint Space AR,FAMILY,3.0,17,32M,"1,000+",True,0.0,Everyone,Entertainment,2018-03-07,1.1,7.0 and up
"Just a Line - Draw Anywhere, with AR",FAMILY,4.1,1152,2.7M,"100,000+",True,0.0,Everyone,Entertainment,2018-05-30,2.0.0,7.0 and up
AR Toybox - Augmented Reality Demos,FAMILY,3.8,20,36M,"1,000+",True,0.0,Everyone,Simulation,2017-08-17,1.0.2,4.1 and up
"Mind Map AR, Augmented Reality ARCore Mind Mapping",PRODUCTIVITY,4.2,29,35M,"5,000+",True,0.0,Everyone,Productivity,2018-07-26,1.23,7.0 and up
【Miku AR Camera】Mikuture,FAMILY,4.4,36268,41M,"1,000,000+",True,0.0,Teen,Entertainment,2017-04-25,3.0.15,4.2 and up
AR Toys: Playground Sandbox | Remote Car,FAMILY,4.5,153,Varies with device,"10,000+",True,0.0,Everyone,Simulation,2018-08-03,0.8,7.0 and up
Summer Camp Island AR,FAMILY,3.6,740,71M,"50,000+",True,0.0,Everyone,Simulation,2018-07-05,1.0.2,4.4 and up
AR Sport Cars,FAMILY,3.6,284,70M,"10,000+",True,0.0,Everyone,Simulation,2017-06-10,1.0,4.1 and up
AS - News and sports results.,SPORTS,3.7,20879,22M,"1,000,000+",True,0.0,Everyone,Sports,2018-06-09,5.1.13,4.1 and up
MARCA - Diario Líder Deportivo,SPORTS,3.9,76340,14M,"5,000,000+",True,0.0,Everyone,Sports,2018-07-25,6.3.3,4.1 and up
