a,b,c,d,e,f,g,h,i,j,k,l,m
Annonces.ci,SHOPPING,nan,14,5.2M,"1,000+",True,0.0,Everyone,Shopping,2016-04-05,1.0.3,3.0 and up
C I Patel School,FAMILY,4.1,101,5.1M,"1,000+",True,0.0,Everyone,Education,2017-03-10,1.3,4.0 and up
CI Screwed - Icon Pack,PERSONALIZATION,4.7,19,6.4M,"1,000+",True,0.0,Everyone,Personalization,2016-06-30,1.5,4.0.3 and up
CI Stream,VIDEO_PLAYERS,nan,0,14M,10+,True,0.0,Everyone,Video Players & Editors,2018-07-12,1.0,4.4 and up
Majestic Cinema CI,BUSINESS,nan,45,15M,"5,000+",True,0.0,Everyone,Business,2017-11-23,1.2.0,4.0 and up
Bonjour 2017 Abidjan CI ❤❤❤❤❤,FAMILY,nan,235,3.3M,"10,000+",True,0.0,Everyone,Entertainment,2017-02-16,1.0.2.0,2.0 and up
Pharmacie de Garde CI et Prix,HEALTH_AND_FITNESS,4.4,2599,6.9M,"100,000+",True,0.0,Mature 17+,Health & Fitness,2018-01-09,3.0.5.0,2.0 and up
CI Capital - Dynamic,FINANCE,4.8,4,5.1M,50+,True,0.0,Everyone,Finance,2018-05-23,1.0.17.0423,5.0 and up
Chicken Invaders 3,GAME,4.2,52390,20M,"5,000,000+",True,0.0,Everyone,Arcade,2018-05-04,1.28ggl,2.3.3 and up
CI SA,BUSINESS,nan,0,10.0M,10+,True,0.0,Everyone,Business,2018-06-11,1.0.2,4.1 and up
Mesure CI,TOOLS,nan,9,6.6M,500+,True,0.0,Everyone,Tools,2016-10-04,1.0.1,4.0 and up
Trovami se ci riesci,GAME,5.0,11,6.1M,10+,True,0.0,Everyone,Arcade,2017-03-11,0.1,2.3 and up
CircleCI Viewer,PRODUCTIVITY,4.6,16,3.2M,"1,000+",True,0.0,Everyone,Productivity,2017-08-23,1.3.2,4.4 and up
SimCity BuildIt,FAMILY,4.5,4218587,100M,"50,000,000+",True,0.0,Everyone 10+,Simulation,2018-06-19,1.23.3.75024,4.0 and up
Nur təfsiri 1-ci cild,LIBRARIES_AND_DEMO,5.0,15,1.4M,"1,000+",True,0.0,Everyone,Libraries & Demo,2017-04-27,1.0,1.6 and up
Test de Inteligencia CI,FAMILY,2.9,21,2.1M,"5,000+",True,0.0,Everyone,Education,2015-05-11,1.05,2.3 and up
Calculate My IQ,FAMILY,nan,44,7.2M,"10,000+",True,0.0,Everyone,Entertainment,2017-04-03,NaN,2.3 and up
South Park: Phone Destroyer™,FAMILY,4.4,288835,91M,"5,000,000+",True,0.0,Mature 17+,Strategy,2018-07-19,2.7.6,4.4 and up
CI CAFETERIAS UBER,PRODUCTIVITY,nan,0,2.8M,100+,True,0.0,Everyone,Productivity,2018-06-11,18.6.5,4.4 and up
Mizanul-Hikmət 2-ci cild,LIBRARIES_AND_DEMO,nan,16,743k,"1,000+",True,0.0,Everyone,Libraries & Demo,2017-01-04,1.0,1.6 and up
CI On The Go,NEWS_AND_MAGAZINES,3.0,2,14M,100+,True,0.0,Everyone,News & Magazines,2018-07-18,v4.30.0.8,5.0 and up
CJ SO COOL,FAMILY,4.5,145,14M,"10,000+",True,0.0,Everyone,Entertainment,2018-07-11,1.0,4.2 and up
CJ Fitness,HEALTH_AND_FITNESS,2.4,221,43M,"10,000+",True,0.0,Everyone,Health & Fitness,2018-02-14,4.3.0,4.1 and up
CJ: Strike Back,GAME,4.3,29330,6.9M,"1,000,000+",True,0.0,Everyone,Action,2012-08-17,1.0.9,2.0.1 and up
The Grand Wars: San Andreas,GAME,3.9,29990,96M,"1,000,000+",True,0.0,Teen,Action,2017-12-08,Varies with device,2.3 and up
CJ Fallon eBook Reader,FAMILY,1.9,76,14M,"5,000+",True,0.0,Everyone,Education,2014-02-13,2.2.1,3.0 and up
Grand Theft Auto: San Andreas,GAME,4.4,348962,26M,"1,000,000+",False,6.99,Mature 17+,Action,2015-03-21,1.08,3.0 and up
CJ Gospel Hour,SOCIAL,5.0,7,18M,100+,True,0.0,Everyone,Social,2018-07-25,1.0,4.4 and up
CJ's Tire & Automotive,AUTO_AND_VEHICLES,4.0,5,34M,"1,000+",True,0.0,Everyone,Auto & Vehicles,2018-07-30,2.8,2.3.3 and up
CJ Camcorder,VIDEO_PLAYERS,4.7,3,2.8M,500+,True,0.0,Everyone,Video Players & Editors,2017-11-26,1.0,4.0 and up
The Grand Way,GAME,3.9,1995,92M,"500,000+",True,0.0,Teen,Action,2018-07-03,1.9,4.1 and up
CJ'S TIRE AND AUTO INC.,PRODUCTIVITY,5.0,5,11M,100+,True,0.0,Everyone,Productivity,2018-05-30,1.0.1,4.1 and up
CJ Browser - Fast & Private,COMMUNICATION,4.2,5,15M,100+,True,0.0,Everyone,Communication,2017-11-07,1.0,4.0 and up
CJ WOW SHOP,SHOPPING,4.2,2099,4.0M,"100,000+",True,0.0,Everyone,Shopping,2017-12-23,1.1.1,4.0.3 and up
Gold Teeth Photo Editor,PHOTOGRAPHY,2.8,1022,3.8M,"100,000+",True,0.0,Everyone,Photography,2016-08-24,2.0,2.3 and up
CJ VLC HD Remote (+ Stream),VIDEO_PLAYERS,4.2,4074,1.3M,"500,000+",True,0.0,Everyone,Video Players & Editors,2013-11-13,1.2.4,2.1 and up
CJ DVD Rentals,COMMUNICATION,1.0,5,13M,100+,True,0.0,Everyone,Communication,2017-10-06,1.0,4.1 and up
San Andreas City : Auto Theft Car gangster,GAME,3.9,923,67M,"100,000+",True,0.0,Teen,Action,2018-07-17,1.4,4.1 and up
Miami Crime Vice Town,GAME,4.1,154519,99M,"10,000,000+",True,0.0,Mature 17+,Action,2017-05-09,1.4,2.3 and up
CJ Poker Odds Calculator,GAME,4.1,207,116k,"50,000+",True,0.0,Everyone,Card,2011-01-30,1.2,1.6 and up
Commission Manager,PRODUCTIVITY,3.2,12,2.2M,"1,000+",True,0.0,Everyone,Productivity,2015-03-26,1.0.0.0,2.3.3 and up
CJ Apps,BUSINESS,nan,0,24M,10+,True,0.0,Everyone,Business,2018-04-10,2.1,4.1 and up
The CJ Rubric,HEALTH_AND_FITNESS,5.0,5,43M,100+,True,0.0,Everyone,Health & Fitness,2017-12-05,The CJ Rubric 7.12.0,4.1 and up
Pekalongan CJ,SOCIAL,nan,0,5.9M,0+,True,0.0,Teen,Social,2018-07-21,0.0.1,4.4 and up
CJ's Coffee Cafe,TRAVEL_AND_LOCAL,5.0,6,2.4M,500+,True,0.0,Everyone,Travel & Local,2017-08-21,7.5.0,4.0.3 and up
Gangster City Auto Theft,GAME,4.3,350,67M,"50,000+",True,0.0,Everyone,Action,2018-07-27,Varies with device,4.0.3 and up
China Town Auto Theft 2,GAME,4.1,364,67M,"50,000+",True,0.0,Everyone 10+,Action,2018-05-23,Varies with device,4.0.3 and up
Codes for GTA San Andreas,FAMILY,3.8,12414,13M,"1,000,000+",True,0.0,Everyone,Entertainment,2017-08-04,1.0.0,4.1 and up
CJ Wilson's ZoomZoomnation,PRODUCTIVITY,4.0,4,8.2M,500+,True,0.0,Everyone,Productivity,2018-07-11,3.5.3,4.0.3 and up
C J Academy,FAMILY,nan,0,5.2M,10+,True,0.0,Everyone,Education,2018-04-02,1.0,4.4 and up
Grand Gangsters 3D,GAME,4.2,401643,Varies with device,"10,000,000+",True,0.0,Teen,Action,2018-07-18,Varies with device,Varies with device
Sir C J New Primary School,FAMILY,5.0,3,9.2M,100+,True,0.0,Everyone,Education,2018-07-25,1.0.10,4.0 and up
Gang Wars of San Andreas,GAME,4.1,9898,63M,"1,000,000+",True,0.0,Mature 17+,Action,2018-02-15,Varies with device,4.0.3 and up
CJ the REALTOR,BUSINESS,5.0,1,4.2M,10+,True,0.0,Everyone,Business,2017-05-31,1.0.8,4.0.3 and up
CJ Infinity,FOOD_AND_DRINK,nan,0,16M,10+,True,0.0,Everyone,Food & Drink,2018-01-05,1.1,4.1 and up
CJmall,SHOPPING,3.7,18253,10M,"10,000,000+",True,0.0,Everyone,Shopping,2018-08-06,6.3.8,4.1 and up
CJ IT ApS,BUSINESS,nan,0,18M,10+,True,0.0,Everyone,Business,2015-07-02,1.31.62.109,4.0 and up
CJ Auto école,FAMILY,nan,0,12M,50+,True,0.0,Everyone,Education,2014-06-24,1.0,2.2 and up
Sin City Hero : Crime Simulator of Vegas,GAME,4.1,3371,78M,"100,000+",True,0.0,Teen,Action,2017-09-08,1.1,4.0.3 and up
Courier Journal,NEWS_AND_MAGAZINES,3.5,254,38M,"10,000+",True,0.0,Everyone 10+,News & Magazines,2018-06-20,5.9.5,5.0 and up
FANDOM for: GTA,FAMILY,3.9,39038,9.5M,"5,000,000+",True,0.0,Mature 17+,Entertainment,2018-06-06,2.9.8,4.4 and up
San Andreas Crime City Gangster 3D,FAMILY,4.2,9403,Varies with device,"1,000,000+",True,0.0,Teen,Simulation,2018-07-03,Varies with device,4.1 and up
Zombie Death Shooter,GAME,3.8,17372,45M,"1,000,000+",True,0.0,Mature 17+,Arcade,2015-08-08,1.3,2.3 and up
Project Grand Auto Town Sandbox Beta,GAME,3.7,7885,28M,"500,000+",True,0.0,Mature 17+,Racing,2018-02-09,1.07,4.0 and up
Credit Karma,FINANCE,4.7,706618,Varies with device,"10,000,000+",True,0.0,Everyone,Finance,2018-07-31,Varies with device,Varies with device
Company Kitchen,LIFESTYLE,2.8,81,7.7M,"10,000+",True,0.0,Everyone,Lifestyle,2018-03-06,2.0.0 (18.03.01),2.3.3 and up
Calvin Klein – US Store,SHOPPING,4.7,221,9.5M,"50,000+",True,0.0,Teen,Shopping,2017-08-01,3.6.0,4.1 and up
CK FFXIV Companion,FAMILY,4.3,1364,5.2M,"100,000+",True,0.0,Everyone,Entertainment,2018-07-12,4.3.5,2.3 and up
Can Knockdown,FAMILY,4.1,155649,38M,"10,000,000+",True,0.0,Everyone,Casual,2018-07-11,1.38,4.1 and up
Calvin Klein Petite Dresses,BEAUTY,nan,0,3.7M,500+,True,0.0,Everyone,Beauty,2018-03-23,1,4.1 and up
Louis CK,FAMILY,4.7,244,25M,"10,000+",True,0.0,Mature 17+,Entertainment,2017-10-11,1.2.0,4.1 and up
CK-12: Practice Math & Science,FAMILY,4.2,562,20M,"50,000+",True,0.0,Everyone,Education;Education,2017-12-21,3.8.0.251918,4.1 and up
CK 初一 十五,LIFESTYLE,4.0,294,153k,"10,000+",True,0.0,Everyone,Lifestyle,2013-07-03,1.0.12,2.1 and up
CK Eorzea Timepiece,PERSONALIZATION,3.2,8,5.3M,100+,True,0.0,Everyone,Personalization,2015-06-05,1.1,4.3 and up
F*ck This Game,GAME,4.6,8,6.3M,100+,False,0.99,Teen,Action,2015-07-18,1.0.0,2.3 and up
211:CK,GAME,5.0,8,38M,10+,False,0.99,Teen,Arcade,2018-04-11,1.3,4.1 and up
CONTRACT KILLER: ZOMBIES (NR),GAME,4.4,206602,13M,"5,000,000+",True,0.0,Mature 17+,Action,2013-07-01,3.1.0,2.1 and up
ck-modelcars Shop,SHOPPING,4.5,118,6.4M,"5,000+",True,0.0,Everyone,Shopping,2018-06-15,5.29.0,5.0 and up
Brainf*ck Interpreter,FAMILY,4.0,24,1.9M,"1,000+",True,0.0,Mature 17+,Entertainment,2016-09-03,1.0.6,2.3 and up
ck-modelcars-UK Shop,SHOPPING,4.6,69,6.4M,"5,000+",True,0.0,Everyone,Shopping,2018-06-15,5.29.0,5.0 and up
CK Multimedia - Gaming Accessories,SHOPPING,4.7,10,2.0M,500+,True,0.0,Everyone,Shopping,2017-02-03,1.5,3.0 and up
CK SKILLZ,HEALTH_AND_FITNESS,nan,0,8.6M,50+,True,0.0,Everyone,Health & Fitness,2018-05-15,1.1.7,4.1 and up
CK-12 Physics Simulations,FAMILY,4.1,30,24M,"5,000+",True,0.0,Everyone,Education;Education,2018-04-18,1.0.7,4.1 and up
CKZ ORIGINS,GAME,4.5,219821,10M,"1,000,000+",True,0.0,Mature 17+,Action,2013-10-28,2.0.1,2.1 and up
211:CK Lite,GAME,4.3,3,39M,10+,True,0.0,Mature 17+,Action,2017-09-22,1.0,4.1 and up
CK Life,HEALTH_AND_FITNESS,nan,3,60M,100+,True,0.0,Teen,Health & Fitness,2018-08-02,2.0.0,4.4 and up
USMLE Step 2 CK Flashcards,FAMILY,5.0,1,40M,10+,False,19.99,Everyone,Education,2014-05-26,2.47,2.2 and up
CK Employee Portal,BUSINESS,5.0,7,15M,"1,000+",True,0.0,Everyone,Business,2017-01-05,1.0.1,4.1 and up
FML F*ck my life + widget,FAMILY,4.2,1415,209k,"100,000+",True,0.0,Everyone,Entertainment,2010-05-21,3.1,1.5 and up
USMLE Step 2 CK Cards Lite,FAMILY,4.0,28,1.5M,"5,000+",True,0.0,Everyone,Education,2014-05-20,2.46,2.2 and up
Company Kitchen Inventory,BUSINESS,nan,3,2.3M,"1,000+",True,0.0,Everyone,Business,2015-07-16,2.38,4.0 and up
Tic Tac CK,FAMILY,5.0,3,13M,10+,True,0.0,Everyone,Puzzle,2018-07-03,1.0,4.0.3 and up
CK Pharmacies,HEALTH_AND_FITNESS,2.7,3,9.4M,100+,True,0.0,Everyone 10+,Health & Fitness,2018-06-28,7.4.8,4.0.3 and up
INFAMY RO,FAMILY,4.1,2167,3.7M,"50,000+",True,0.0,Everyone,Role Playing,2017-12-14,202,4.3 and up
CK Call NEW,COMMUNICATION,nan,0,4.2M,10+,True,0.0,Everyone,Communication,2017-04-26,3.8.8,2.2 and up
Ck Coif,LIFESTYLE,nan,0,22M,10+,True,0.0,Everyone,Lifestyle,2016-04-30,1.0,2.3 and up
CONTRACT KILLER: ZOMBIES,GAME,4.4,144545,13M,"5,000,000+",True,0.0,Teen,Action,2011-12-01,1.1.0,2.1 and up
CK Shop,TOOLS,nan,13,8.1M,"1,000+",True,0.0,Everyone,Tools,2018-05-09,1.1,5.0 and up
FlexBook,FAMILY,4.3,104,12M,"10,000+",True,0.0,Everyone,Education;Education,2018-05-21,1.0.6,4.1 and up
Can Knockdown 3,GAME,4.1,349503,19M,"10,000,000+",True,0.0,Everyone,Arcade,2015-08-26,1.31,4.0 and up
Fu*** Weather (Funny Weather),WEATHER,4.7,20001,Varies with device,"1,000,000+",True,0.0,Mature 17+,Weather,2018-07-26,Varies with device,Varies with device
OB-GYN USMLE Stp2 CK 300 Q & A,MEDICAL,4.4,34,4.9M,"10,000+",True,0.0,Everyone,Medical,2015-05-16,1.2,2.0 and up
CK Active,HEALTH_AND_FITNESS,nan,0,9.7M,10+,True,0.0,Everyone,Health & Fitness,2018-02-27,3.0.6,4.0 and up
USMLE CK Clinical Knowledge Flashcards 2018 Ed,FAMILY,nan,0,3.6M,5+,True,0.0,Everyone,Education,2018-06-21,1.0,4.0.3 and up
Night Camera Blur Effect,PHOTOGRAPHY,3.6,100,2.5M,"10,000+",True,0.0,Everyone,Photography,2018-08-05,4.2,4.2 and up
Camera V7 24 Megapixel,PHOTOGRAPHY,4.0,2480,2.5M,"100,000+",True,0.0,Everyone,Photography,2018-08-01,4.0,4.1 and up
CL Mobile Pro - Classifieds for Craigslist,SHOPPING,4.1,1288,18M,"100,000+",True,0.0,Mature 17+,Shopping,2018-07-09,48,4.1 and up
cloudLibrary,BOOKS_AND_REFERENCE,4.0,10774,35M,"100,000+",True,0.0,Everyone,Books & Reference,2018-06-28,3.8.10,4.1 and up
"CL Reader for Craigslist(For sale, jobs, rental..)",TOOLS,4.1,61,6.3M,"1,000+",True,0.0,Everyone,Tools,2017-09-14,1.9,4.1 and up
CL Pro App for Craigslist,SHOPPING,4.0,119,1.3M,"10,000+",True,0.0,Everyone,Shopping,2017-07-01,CL Pro for Craigslist - Canada 150,4.0 and up
Castle Clash: Heroes of the Empire US,FAMILY,4.6,4578890,24M,"50,000,000+",True,0.0,Everyone 10+,Strategy,2018-07-17,1.4.51,4.1 and up
CL 2NE1 Wallpaper KPOP Fans HD,PERSONALIZATION,nan,7,3.4M,100+,True,0.0,Everyone,Personalization,2018-05-19,1.1.1,4.0 and up
CL 2ne1 Wallpaper KPOP HD Best,PERSONALIZATION,nan,3,3.4M,10+,True,0.0,Everyone,Personalization,2018-07-09,1.1.1,4.0 and up
FREE CHATS C.L.,COMMUNICATION,nan,4,3.4M,10+,False,0.99,Mature 17+,Communication,2018-02-12,11,4.0.3 and up
CL 2ne1 Wallpaper KPOP UHD Fans,PERSONALIZATION,nan,1,3.4M,10+,True,0.0,Everyone,Personalization,2018-07-15,1.1.1,4.0 and up
CL REPL,TOOLS,5.0,47,17M,"1,000+",True,0.0,Everyone,Tools,2018-04-10,1.0.19,4.1 and up
CL Pro Client for Craigslist,SHOPPING,3.6,48,2.2M,"5,000+",True,0.0,Everyone,Shopping,2016-09-10,Bowser4Craigslist,4.0 and up
DAILY: Free Classifieds App for Android,LIFESTYLE,4.1,5025,Varies with device,"500,000+",True,0.0,Mature 17+,Lifestyle,2018-08-02,Varies with device,Varies with device
App for Craigslist Pro - Buy & Sell Postings,LIFESTYLE,4.3,707,5.0M,"100,000+",True,0.0,Everyone,Lifestyle,2018-05-09,App copyright,4.1 and up
Pro App for Craigslist,SHOPPING,4.1,5618,4.6M,"500,000+",True,0.0,Teen,Shopping,2018-05-09,Copyright,4.1 and up
Car Search For Craigslist CL Free,AUTO_AND_VEHICLES,2.6,5,9.0M,"1,000+",True,0.0,Everyone,Auto & Vehicles,2018-05-08,1.0.0,2.3.3 and up
CL Clock,BUSINESS,2.7,7,1.3M,"1,000+",True,0.0,Everyone,Business,2016-07-22,1.0,5.0 and up
Old: CL-150,FAMILY,3.8,120,24M,"10,000+",True,0.0,Everyone,Education,2018-05-21,1.1.7,4.0.3 and up
CL Keyboard - Myanmar Keyboard (No Ads),TOOLS,5.0,24,3.2M,"5,000+",True,0.0,Everyone,Tools,2018-06-13,1.1.3,4.3 and up
Clash of Kings : The King Of Fighters version,FAMILY,4.2,2233681,97M,"50,000,000+",True,0.0,Teen,Strategy,2018-08-01,3.44.0,2.3.3 and up
Cl-app!,SPORTS,nan,41,353k,"10,000+",True,0.0,Everyone,Sports,2013-05-02,1.1.11,2.0 and up
CL Notifier,TOOLS,5.0,36,3.2M,100+,True,0.0,Teen,Tools,2017-08-02,1.0,4.0 and up
Leica CL,PHOTOGRAPHY,2.6,8,2.4M,"1,000+",True,0.0,Everyone,Photography,2017-11-21,1.0,4.1 and up
cPro Marketplace: Buy. Sell. Rent. Date. Jobs.,SHOPPING,4.4,385764,8.4M,"10,000,000+",True,0.0,Mature 17+,Shopping,2018-08-05,3.82,4.1 and up
Postings (Craigslist Search App),SHOPPING,4.3,151095,12M,"5,000,000+",True,0.0,Mature 17+,Shopping,2018-07-01,4.0.13,4.1 and up
New CL 2ne1 Wallpaper KPOP live,PERSONALIZATION,nan,0,3.4M,1+,True,0.0,Everyone,Personalization,2018-08-01,1.1.1,4.0 and up
CL 2ne1 Wallpaper KPOP Fans All,PERSONALIZATION,nan,0,3.4M,1+,True,0.0,Everyone,Personalization,2018-07-29,1.1.1,4.0 and up
CL-Phlebotomist,MEDICAL,4.7,19,7.3M,100+,True,0.0,Everyone,Medical,2018-06-16,1.0.23,4.1 and up
New: CL-150,FAMILY,2.8,4,4.2M,500+,True,0.0,Everyone,Education,2018-07-25,1.2.0,5.0 and up
Battle of Zombies: Clans War,FAMILY,4.1,488039,58M,"10,000,000+",True,0.0,Teen,Strategy,2017-11-15,1.0.175,2.3.3 and up
CL-Customer Care,HEALTH_AND_FITNESS,nan,2,6.8M,5+,True,0.0,Everyone,Health & Fitness,2018-06-14,1.3,4.0.3 and up
CL Pebble Apps,LIFESTYLE,3.6,67,499k,"5,000+",True,0.0,Everyone,Lifestyle,2015-12-23,3.5,4.0 and up
MPS CL,TOOLS,nan,1,3.2M,10+,True,0.0,Everyone,Tools,2018-05-24,1.0.3,4.0.3 and up
Turnotronik CL,TOOLS,nan,1,3.3M,10+,True,0.0,Everyone,Tools,2018-05-24,1.0.3,4.0.3 and up
CL e-bank,FINANCE,4.0,210,3.7M,"10,000+",True,0.0,Everyone,Finance,2018-07-30,1.5.5,4.2 and up
E2CR CL,LIFESTYLE,nan,0,25M,10+,True,0.0,Everyone,Lifestyle,2017-06-30,1.0,4.1 and up
Wallpapers Mercedes Benz CL,PERSONALIZATION,nan,2,12M,100+,True,0.0,Teen,Personalization,2017-03-05,1.0,4.1 and up
Color CL,LIFESTYLE,5.0,2,1.3M,100+,True,0.0,Everyone,Lifestyle,2017-02-02,1.01,4.0.3 and up
CL Strength,HEALTH_AND_FITNESS,5.0,3,40M,50+,True,0.0,Everyone,Health & Fitness,2018-06-27,CL Strength 7.12.1,4.1 and up
CL-App,MEDICAL,4.7,6,5.2M,100+,True,0.0,Everyone,Medical,2017-02-17,1.1,4.0 and up
"Security Master - Antivirus, VPN, AppLock, Booster",TOOLS,4.7,24900999,Varies with device,"500,000,000+",True,0.0,Everyone,Tools,2018-08-04,4.6.6,Varies with device
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6700847,17M,"100,000,000+",True,0.0,Teen,Personalization,2018-08-03,5.41.0,4.0.3 and up
CM Launcher 3D Pro💎,PERSONALIZATION,4.7,23802,173k,"100,000+",False,4.99,Everyone,Personalization,2016-11-17,1.0.9,4.0 and up
CM Locker - Security Lockscreen,TOOLS,4.6,3090680,Varies with device,"100,000,000+",True,0.0,Everyone,Tools,2018-07-31,Varies with device,Varies with device
Clean Master Lite - For Low-End Phone,TOOLS,4.6,2246379,5.1M,"50,000,000+",True,0.0,Everyone,Tools,2018-06-28,2.1.4,4.0 and up
"CM Security Open VPN - Free, fast unlimited proxy",TOOLS,4.6,85496,5.8M,"1,000,000+",True,0.0,Everyone,Tools,2018-02-14,1.6.2,4.0.3 and up
CM Security Lite - Antivirus,TOOLS,4.6,262076,1.2M,"10,000,000+",True,0.0,Everyone,Tools,2018-01-04,1.0.2,2.3 and up
CM Transfer - Share any files with friends nearby,COMMUNICATION,4.6,71740,5.8M,"5,000,000+",True,0.0,Everyone,Communication,2018-06-27,2.0.7.0014,4.0 and up
"CM Flashlight (Compass, SOS)",TOOLS,4.4,166363,1.8M,"5,000,000+",True,0.0,Everyone,Tools,2018-05-25,1.4.0,2.3 and up
CM Apps,TOOLS,3.8,3341,1.9M,"100,000+",True,0.0,Everyone,Tools,2016-04-17,4.5,4.2 and up
CM AppLock,TOOLS,4.1,843,3.6M,"100,000+",True,0.0,Everyone,Tools,2016-02-25,2.0.0,4.0 and up
"Ruler(cm, inch)",TOOLS,3.4,2889,2.5M,"500,000+",True,0.0,Everyone,Tools,2016-07-27,1.1.0,2.3 and up
AppLock - Fingerprint Unlock,TOOLS,4.5,112482,2.1M,"5,000,000+",True,0.0,Everyone,Tools,2018-07-10,1.0.5,4.0 and up
CM Launcher Default Theme,PERSONALIZATION,4.5,3989,1.1M,"100,000+",True,0.0,Everyone,Personalization,2015-09-11,1.1.1,4.0 and up
Battery Doctor-Battery Life Saver & Battery Cooler,TOOLS,4.5,8190074,17M,"100,000,000+",True,0.0,Everyone,Tools,2018-06-01,6.24,4.0 and up
Inch/cm/Foot Conversion,PRODUCTIVITY,4.0,319,2.1M,"100,000+",True,0.0,Everyone,Productivity,2017-08-20,2.0.1,2.3.3 and up
"Speed Booster - Ram, Battery & Game Speed Booster",TOOLS,4.7,85079,2.8M,"1,000,000+",True,0.0,Everyone,Tools,2018-07-17,1.0.4,2.3 and up
CM FILE MANAGER,TOOLS,4.4,953790,Varies with device,"50,000,000+",True,0.0,Everyone,Tools,2018-08-05,Varies with device,Varies with device
Technology CM Locker Theme,PERSONALIZATION,4.4,10093,5.5M,"1,000,000+",True,0.0,Everyone,Personalization,2016-02-26,1.0.0,4.0 and up
Swift Dark CM / CM13 Theme,PERSONALIZATION,4.7,1500,41M,"10,000+",False,1.99,Everyone,Personalization,2017-01-05,3.3.3,5.0 and up
Melior NUI - Material CM Theme,PERSONALIZATION,4.7,1873,14M,"100,000+",True,0.0,Everyone,Personalization,2016-11-07,Varies with device,Varies with device
Height Converter feet-inch cm,TOOLS,4.2,498,597k,"100,000+",True,0.0,Everyone,Tools,2013-10-22,1.0,2.2 and up
CM Secure Browser (Authorized),TOOLS,4.2,1147,2.7M,"100,000+",True,0.0,Everyone,Tools,2017-10-02,1.1.6,4.0 and up
📏 Smart Ruler ↔️ cm/inch measuring for homework!,TOOLS,4.0,19,3.2M,"10,000+",True,0.0,Everyone,Tools,2017-10-21,1.0,4.2 and up
Ruler cm,TOOLS,3.6,661,809k,"100,000+",True,0.0,Everyone,Tools,2014-09-10,2.1,2.2 and up
"Length Converter: convert mm,cm,m, feet,yard,mile",TOOLS,4.7,76,2.2M,"50,000+",True,0.0,Everyone,Tools,2018-04-05,1.4,4.0.3 and up
CM AppLock Fingerprint 2018,TOOLS,4.4,1264,8.2M,"100,000+",True,0.0,Everyone,Tools,2018-08-06,4.0.4,4.3 and up
"m, cm, mm to yard, feet, inch converter tool",TOOLS,4.3,246,2.8M,"100,000+",True,0.0,Everyone,Tools,2018-02-06,1.1,4.0 and up
Speed Car CM Locker Theme,PERSONALIZATION,4.4,7519,4.0M,"500,000+",True,0.0,Everyone,Personalization,2016-01-26,1.0.1,4.0 and up
Calculator CM,TOOLS,4.4,8,1.8M,500+,True,0.0,Everyone,Tools,2015-03-09,1.0,2.3 and up
Inches to cm conversion,TOOLS,4.4,29,70k,"10,000+",True,0.0,Everyone,Tools,2015-01-14,1.4,4.0 and up
Vintage Flower CM Locker Theme,PERSONALIZATION,4.3,2910,2.3M,"500,000+",True,0.0,Everyone,Personalization,2016-01-24,1.0.0,4.0 and up
Centimeter Ruler,TOOLS,3.3,16,1.3M,"10,000+",True,0.0,Everyone,Tools,2016-11-05,2.0,4.0 and up
CM S Pen Add-on(ROOT),TOOLS,3.6,373,122k,"10,000+",True,0.0,Everyone,Tools,2017-02-24,1.0.9,4.1 and up
Ruler,TOOLS,4.5,27180,4.1M,"1,000,000+",True,0.0,Everyone,Tools,2018-07-06,3.24,4.1 and up
My Style CM 13 Theme,PERSONALIZATION,4.5,314,11M,"10,000+",True,0.0,Everyone,Personalization,2016-09-08,1.9,5.0 - 6.0
QuickPic - Photo Gallery with Google Drive Support,PHOTOGRAPHY,4.6,847144,4.2M,"10,000,000+",True,0.0,Everyone,Photography,2017-11-10,4.7.4,4.0 and up
"Ruler & Area Measurement (cm, inch)",TOOLS,4.3,10,8.2M,"10,000+",True,0.0,Everyone,Tools,2017-07-28,1.2,4.1 and up
Inches to Centimeters,TOOLS,3.6,949,411k,"100,000+",True,0.0,Everyone,Tools,2018-04-13,3.0,1.6 and up
"cm, mm to inch, feet converter tool",PRODUCTIVITY,4.3,176,2.3M,"100,000+",True,0.0,Everyone,Productivity,2016-09-27,1.1,2.3.3 and up
City light CM Locker Theme,PERSONALIZATION,4.4,6271,5.7M,"500,000+",True,0.0,Everyone,Personalization,2016-02-24,1.0.0,4.0 and up
Speed Test - WiFi / Cellular speed test,TOOLS,4.1,24226,Varies with device,"1,000,000+",True,0.0,Everyone,Tools,2017-06-27,1.0.5,Varies with device
CM FILE MANAGER Pro,BUSINESS,4.2,2359,2.7M,"10,000+",False,2.99,Everyone,Business,2016-02-16,1.16.9,1.6 and up
cm to inches | centimeters to inches conversion,TOOLS,4.8,52,1.9M,"5,000+",True,0.0,Everyone,Tools,2018-05-07,1.3.2,4.0 and up
OMEGA Black UI Theme - CM 12+,PERSONALIZATION,4.2,12,19M,100+,False,0.99,Everyone,Personalization,2015-08-20,1.0,5.0 and up
In to cm,TOOLS,nan,0,2.3M,10+,True,0.0,Everyone,Tools,2018-04-05,1.1,4.0.3 and up
Cartoon Network App,FAMILY,4.0,119173,Varies with device,"10,000,000+",True,0.0,Everyone 10+,Video Players & Editors;Music & Video,2018-06-21,Varies with device,Varies with device
